Date,Adj Close,Close,High,Low,Open,Volume,daily_return,ma_5,volatility_5,signal,strategy_return,cumulative_return
2026-03-09,259.8800048828125,259.8800048828125,261.1499938964844,253.67999267578125,255.69000244140625,38218500,0.009399570838394267,260.7799987792969,0.007857369120249985,-1,-0.009399570838394267,1.061360275962886
2026-03-10,260.8299865722656,260.8299865722656,262.4800109863281,256.95001220703125,257.6499938964844,30590800,0.0036554627966916,260.19599609375,0.008510869096453322,1,-0.0036554627966916,1.0574805129602174
2026-03-11,260.80999755859375,260.80999755859375,262.1300048828125,259.54998779296875,261.0899963378906,26218900,-7.663617950748325e-05,259.8539978027344,0.008425058226936927,1,-7.663617950748325e-05,1.0573994716938004
2026-03-12,255.75999450683594,255.75999450683594,258.95001220703125,254.17999267578125,258.6600036621094,40794000,-0.019362766377938656,258.9479949951172,0.011568157622044899,-1,-0.019362766377938656,1.0369252927552377
2026-03-13,250.1199951171875,250.1199951171875,256.3299865722656,249.52000427246094,255.47999572753906,36930000,-0.022051921765652405,257.47999572753906,0.014152735274978226,-1,0.022051921765652405,1.0597914881879025
2026-03-16,252.82000732421875,252.82000732421875,253.88999938964844,249.8800048828125,252.11000061035156,32074200,0.01079486750256109,256.0679962158203,0.014533223571917962,-1,-0.01079486750256109,1.048351179492572
2026-03-17,254.22999572753906,254.22999572753906,255.1300048828125,252.17999267578125,252.9600067138672,32361600,0.005577044389181385,254.747998046875,0.01485467486017896,-1,-0.005577044389181385,1.042504478429091
2026-03-18,249.94000244140625,249.94000244140625,254.94000244140625,249.0,252.6300048828125,35757900,-0.016874457610149385,252.5739990234375,0.015347418224169476,-1,0.016874457610149385,1.0600961760587337
2026-03-19,248.9600067138672,248.9600067138672,251.8300018310547,247.3000030517578,249.39999389648438,34864100,-0.0039209238936004365,251.21400146484376,0.014087685545994473,-1,0.0039209238936004365,1.0642527324849569
2026-03-20,247.99000549316406,247.99000549316406,249.1999969482422,246.0,247.97999572753906,88331100,-0.003896213024359163,250.78800354003906,0.010595878968142503,-1,0.003896213024359163,1.0683992878424746
2026-03-23,251.49000549316406,251.49000549316406,254.60000610351562,250.27999877929688,253.97000122070312,40546100,0.01411347200480817,250.52200317382812,0.011625325795391835,1,-0.01411347200480817,1.053320464403553
2026-03-24,251.63999938964844,251.63999938964844,254.8300018310547,249.5500030517578,250.35000610351562,45152300,0.0005964209042432778,250.00400390625,0.01112340298908639,1,0.0005964209042432778,1.0539486867473904
2026-03-25,252.6199951171875,252.6199951171875,255.0,251.60000610351562,254.10000610351562,28476700,0.00389443542328749,250.54000244140624,0.007449729149106352,1,0.00389443542328749,1.0580532218473868
2026-03-26,252.88999938964844,252.88999938964844,257.0,250.77000427246094,252.1199951171875,41796700,0.0010688159198788405,251.3260009765625,0.006731511137919458,1,0.0010688159198788405,1.0591840859749764
2026-03-27,248.8000030517578,248.8000030517578,255.49000549316406,248.07000732421875,253.89999389648438,47900000,-0.016173025219509918,251.48800048828124,0.010896919091703672,-1,-0.016173025219509918,1.0420538750403996
2026-03-30,246.6300048828125,246.6300048828125,250.8699951171875,245.50999450683594,250.07000732421875,39446200,-0.008721857485242457,250.51600036621093,0.008359607985569617,-1,0.008721857485242457,1.0511425204304465
2026-03-31,253.7899932861328,253.7899932861328,255.47999572753906,247.10000610351562,247.91000366210938,49598100,0.029031294901536553,250.9459991455078,0.017177032964342587,1,-0.029031294901536553,1.0206264919362857
2026-04-01,255.6300048828125,255.6300048828125,256.17999267578125,253.3300018310547,254.0800018310547,40059400,0.007250134541771258,251.54800109863282,0.017343105495826815,1,0.007250134541771258,1.0280261713197199
2026-04-02,255.9199981689453,255.9199981689453,256.1300048828125,250.64999389648438,254.1999969482422,31289400,0.0011344258521832629,252.15400085449218,0.017341785147210523,1,0.0011344258521832629,1.0291923907851859
2026-04-06,258.8599853515625,258.8599853515625,262.1600036621094,256.4599914550781,256.510009765625,29329900,0.011487914987700076,254.16599731445314,0.013980282741105255,1,0.011487914987700076,1.041015665476514
2026-04-07,253.5,253.5,256.20001220703125,245.6999969482422,256.1600036621094,62148000,-0.020706117804507373,255.5399963378906,0.01801639143103375,-1,-0.020706117804507373,1.0194602724708195
2026-04-08,258.8999938964844,258.8999938964844,259.75,256.5299987792969,258.45001220703125,41032800,0.02130175107094434,256.56199645996094,0.01568871236390283,1,-0.02130175107094434,0.997743983519929
2026-04-09,260.489990234375,260.489990234375,261.1199951171875,256.07000732421875,259.0,28121600,0.006141353323192211,257.53399353027345,0.015640704387407,1,0.006141353323192211,1.0038714818488141
2026-04-10,260.4800109863281,260.4800109863281,262.19000244140625,259.0199890136719,259.9800109863281,31259500,-3.8309525974056235e-05,258.44599609375,0.015700695575028043,1,-3.8309525974056235e-05,1.0038330240082056
2026-04-13,259.20001220703125,259.20001220703125,260.17999267578125,256.6600036621094,259.8599853515625,35080398,-0.004914000020385667,258.5140014648438,0.01536014309221496,1,-0.004914000020385667,0.9989001885077655
